name,id,nametype,recclass,mass,year,reclat,reclong,point_coordinates,year_only
Kidairat,12300,Valid,H6,100000.0,1983-01-01,14.000000,28.000000,"['14.000000', '28.000000']",1983.0
Kiel,12301,Valid,L6,,1962-01-01,54.400000,10.150000,"['54.400000', '10.150000']",1962.0
Kiffa,12303,Valid,H5,1500.0,1970-01-01,16.583330,-11.333330,"['16.583330', '-11.333330']",1970.0
Kijima (1906),12305,Valid,Stone-uncl,331.0,1906-01-01,36.850000,138.383330,"['36.850000', '138.383330']",1906.0
Kikino,12306,Valid,H6,195.0,1809-01-01,55.000000,34.000000,"['55.000000', '34.000000']",1809.0
Kilabo,12307,Valid,LL6,19000.0,2002-01-01,12.766670,9.800000,"['12.766670', '9.800000']",2002.0
Kilbourn,12308,Valid,H5,772.0,1911-01-01,43.583330,-89.600000,"['43.583330', '-89.600000']",1911.0
Killeter,12309,Valid,H6,140.0,1844-01-01,54.666670,-7.666670,"['54.666670', '-7.666670']",1844.0
Kingai,12316,Valid,H6,,1967-01-01,11.633330,24.683330,"['11.633330', '24.683330']",1967.0
Kirbyville,12321,Valid,Eucrite-mmict,,1906-01-01,30.750000,-95.950000,"['30.750000', '-95.950000']",1906.0
Kisvarsány,12325,Valid,L6,1550.0,1914-01-01,48.166670,22.308330,"['48.166670', '22.308330']",1914.0
Kitchener,12326,Valid,L6,,1998-01-01,43.383330,-80.383330,"['43.383330', '-80.383330']",1998.0
Klein-Wenden,12332,Valid,H6,3250.0,1843-01-01,51.600000,10.800000,"['51.600000', '10.800000']",1843.0
Knyahinya,12335,Valid,L/LL5,500000.0,1866-01-01,48.900000,22.400000,"['48.900000', '22.400000']",1866.0
Kobe,12336,Valid,CK4,136.0,1999-01-01,34.733330,135.166670,"['34.733330', '135.166670']",1999.0
Kokubunji,12342,Valid,L6,11510.0,1986-01-01,34.300000,133.950000,"['34.300000', '133.950000']",1986.0
Komagome,12343,Valid,Iron,238.0,1926-01-01,35.733330,139.750000,"['35.733330', '139.750000']",1926.0
Konovo,12344,Valid,LL5,90.0,1931-01-01,42.516670,26.166670,"['42.516670', '26.166670']",1931.0
Košice,53810,Valid,H5,4300.0,2010-01-01,48.763670,21.176330,"['48.763670', '21.176330']",2010.0
Krähenberg,12353,Valid,LL5,16500.0,1869-01-01,49.326940,7.464720,"['49.326940', '7.464720']",1869.0
Krasnoi-Ugol,12355,Valid,L6,2440.0,1829-01-01,54.033330,40.900000,"['54.033330', '40.900000']",1829.0
Krasnyi Klyuch,12357,Valid,H5,4000.0,1946-01-01,54.333330,56.083330,"['54.333330', '56.083330']",1946.0
Krutikha,12363,Valid,OC,,1906-01-01,56.800000,77.000000,"['56.800000', '77.000000']",1906.0
Krymka,12364,Valid,LL3.2,50000.0,1946-01-01,47.833330,30.766670,"['47.833330', '30.766670']",1946.0
Kukschin,12368,Valid,L6,2250.0,1938-01-01,51.150000,31.700000,"['51.150000', '31.700000']",1938.0
Kulak,12369,Valid,L5,,1961-01-01,30.731110,66.802220,"['30.731110', '66.802220']",1961.0
Kuleschovka,12370,Valid,L6,6000.0,1811-01-01,50.750000,33.500000,"['50.750000', '33.500000']",1811.0
Kulp,12373,Valid,H6,3719.0,1906-01-01,41.116670,45.000000,"['41.116670', '45.000000']",1906.0
Kunashak,12377,Valid,L6,200000.0,1949-01-01,55.783330,61.366670,"['55.783330', '61.366670']",1949.0
Kunya-Urgench,12379,Valid,H5,1100000.0,1998-01-01,42.250000,59.200000,"['42.250000', '59.200000']",1998.0
Kushiike,12381,Valid,OC,4460.0,1920-01-01,37.050000,138.383330,"['37.050000', '138.383330']",1920.0
Kusiali,12382,Valid,L6,5.0,1860-01-01,29.683330,78.383330,"['29.683330', '78.383330']",1860.0
Kutais,12383,Valid,H5,23.0,1977-01-01,44.516670,39.300000,"['44.516670', '39.300000']",1977.0
Kuttippuram,12384,Valid,L6,45000.0,1914-01-01,10.833330,76.033330,"['10.833330', '76.033330']",1914.0
Kuznetzovo,12385,Valid,L6,4047.0,1932-01-01,55.200000,75.333330,"['55.200000', '75.333330']",1932.0
Kyushu,12390,Valid,L6,45000.0,1886-01-01,32.033330,130.633330,"['32.033330', '130.633330']",1886.0
La Bécasse,12392,Valid,L6,2800.0,1879-01-01,47.083330,1.750000,"['47.083330', '1.750000']",1879.0
La Charca,12394,Valid,OC,399.0,1878-01-01,20.666670,-101.283330,"['20.666670', '-101.283330']",1878.0
La Colina,12395,Valid,H5,2000.0,1924-01-01,-37.333330,-61.533330,"['-37.333330', '-61.533330']",1924.0
La Criolla,12396,Valid,L6,45000.0,1985-01-01,-31.233330,-58.166670,"['-31.233330', '-58.166670']",1985.0
Laborel,12408,Valid,H5,3833.0,1871-01-01,44.283330,5.583330,"['44.283330', '5.583330']",1871.0
Lahrauli,12433,Valid,Ureilite,900.0,1955-01-01,26.783330,82.716670,"['26.783330', '82.716670']",1955.0
L'Aigle,12434,Valid,L6,37000.0,1803-01-01,48.766670,0.633330,"['48.766670', '0.633330']",1803.0
Cumulus Hills 04075,32531,Valid,Pallasite,,2003-01-01,,,"[None, None]",2003.0
Lakangaon,12435,Valid,Eucrite-mmict,,1910-01-01,21.866670,76.033330,"['21.866670', '76.033330']",1910.0
Lalitpur,12451,Valid,L6,372.0,1887-01-01,24.450000,78.566670,"['24.450000', '78.566670']",1887.0
Lancé,12455,Valid,CO3.5,51700.0,1872-01-01,47.700000,1.066670,"['47.700000', '1.066670']",1872.0
Lancon,12456,Valid,H6,7000.0,1897-01-01,43.750000,5.116670,"['43.750000', '5.116670']",1897.0
Långhalsen,12461,Valid,L6,2300.0,1947-01-01,58.850000,16.733330,"['58.850000', '16.733330']",1947.0
Lanxi,12464,Valid,L6,1282.0,1986-01-01,46.241670,126.196110,"['46.241670', '126.196110']",1986.0
Lanzenkirchen,12465,Valid,L4,7000.0,1925-01-01,47.750000,16.233330,"['47.750000', '16.233330']",1925.0
Laochenzhen,12466,Valid,H5,14250.0,1987-01-01,33.133330,115.166670,"['33.133330', '115.166670']",1987.0
Launton,12740,Valid,L6,1060.0,1830-01-01,51.900000,-1.116670,"['51.900000', '-1.116670']",1830.0
Lavrentievka,12743,Valid,L6,800.0,1938-01-01,52.450000,51.566670,"['52.450000', '51.566670']",1938.0
Le Pressoir,12748,Valid,H5,3000.0,1845-01-01,47.166670,0.433330,"['47.166670', '0.433330']",1845.0
Le Teilleul,12749,Valid,Howardite,780.0,1845-01-01,48.533330,-0.866670,"['48.533330', '-0.866670']",1845.0
Leedey,12755,Valid,L6,51500.0,1943-01-01,35.883330,-99.333330,"['35.883330', '-99.333330']",1943.0
Leeuwfontein,12756,Valid,L6,460.0,1912-01-01,-25.666670,28.366670,"['-25.666670', '28.366670']",1912.0
Leighlinbridge,12759,Valid,L6,,1999-01-01,52.666670,-6.966670,"['52.666670', '-6.966670']",1999.0
Leighton,12760,Valid,H5,877.0,1907-01-01,34.583330,-87.500000,"['34.583330', '-87.500000']",1907.0
Leonovka,12765,Valid,L6,700.0,1900-01-01,52.266670,32.850000,"['52.266670', '32.850000']",1900.0
Les Ormes,12769,Valid,L6,125.0,1857-01-01,48.350000,3.250000,"['48.350000', '3.250000']",1857.0
Lesves,12772,Valid,L6,2000.0,1896-01-01,50.366670,4.733330,"['50.366670', '4.733330']",1896.0
Lichtenberg,14646,Valid,H6,4000.0,1973-01-01,-26.150000,26.183330,"['-26.150000', '26.183330']",1973.0
Lillaverke,14650,Valid,H5,6862.0,1930-01-01,56.650000,15.866670,"['56.650000', '15.866670']",1930.0
Limerick,14652,Valid,H5,50000.0,1813-01-01,52.566670,-8.783330,"['52.566670', '-8.783330']",1813.0
Linum,14655,Valid,L6,1862.0,1854-01-01,52.750000,12.900000,"['52.750000', '12.900000']",1854.0
Lishui,14659,Valid,L5,498.0,1978-01-01,31.633330,118.983330,"['31.633330', '118.983330']",1978.0
Lissa,14661,Valid,L6,12800.0,1808-01-01,50.200000,14.850000,"['50.200000', '14.850000']",1808.0
Little Piney,14664,Valid,L5,491.0,1839-01-01,37.916670,-92.083330,"['37.916670', '-92.083330']",1839.0
Lixna,14670,Valid,H4,5213.0,1820-01-01,56.000000,26.433330,"['56.000000', '26.433330']",1820.0
Lodran,14675,Valid,Lodranite,1000.0,1868-01-01,29.533330,71.800000,"['29.533330', '71.800000']",1868.0
Lohawat,14678,Valid,Howardite,40000.0,1994-01-01,26.965560,72.626670,"['26.965560', '72.626670']",1994.0
Lorton,52843,Valid,L6,,2010-01-01,38.700660,-77.211630,"['38.700660', '-77.211630']",2010.0
Los Martinez,14708,Valid,L6,25.0,1894-01-01,38.000000,-0.833330,"['38.000000', '-0.833330']",1894.0
Lost City,14711,Valid,H5,17000.0,1970-01-01,36.008330,-95.150000,"['36.008330', '-95.150000']",1970.0
Louisville,14716,Valid,L6,1300.0,1977-01-01,38.250000,-85.750000,"['38.250000', '-85.750000']",1977.0
Łowicz,14718,Valid,Mesosiderite-A3,59000.0,1935-01-01,52.000000,19.916670,"['52.000000', '19.916670']",1935.0
Lua,14721,Valid,L5,9241.0,1926-01-01,24.950000,75.150000,"['24.950000', '75.150000']",1926.0
Lucé,14724,Valid,L6,3500.0,1768-01-01,47.850000,0.483330,"['47.850000', '0.483330']",1768.0
Lumpkin,14753,Valid,L6,340.0,1869-01-01,32.033330,-84.766670,"['32.033330', '-84.766670']",1869.0
Lunan,14754,Valid,H6,2520.0,1980-01-01,24.800000,103.300000,"['24.800000', '103.300000']",1980.0
Lundsgård,14755,Valid,L6,11000.0,1889-01-01,56.216670,13.033330,"['56.216670', '13.033330']",1889.0
Luotolax,14756,Valid,Howardite,885.0,1813-01-01,61.200000,27.700000,"['61.200000', '27.700000']",1813.0
Luponnas,14757,Valid,H3-5,14000.0,1753-01-01,46.216670,5.000000,"['46.216670', '5.000000']",1753.0
Lusaka,14759,Valid,Unknown,,1951-01-01,-7.216670,29.433330,"['-7.216670', '29.433330']",1951.0
Mabwe-Khoywa,14764,Valid,L5,540.0,1937-01-01,19.000000,97.000000,"['19.000000', '97.000000']",1937.0
Macau,15370,Valid,H5,1500.0,1836-01-01,-5.200000,-36.666670,"['-5.200000', '-36.666670']",1836.0
Machinga,15371,Valid,L6,93200.0,1981-01-01,-15.212220,35.242220,"['-15.212220', '35.242220']",1981.0
Macibini,15372,Valid,Eucrite-pmict,1995.0,1936-01-01,-28.833330,31.950000,"['-28.833330', '31.950000']",1936.0
Madhipura,15379,Valid,L,1000.0,1950-01-01,25.916670,86.366670,"['25.916670', '86.366670']",1950.0
Madiun,15380,Valid,L6,400.0,1935-01-01,-7.750000,111.533330,"['-7.750000', '111.533330']",1935.0
Madrid,15382,Valid,L6,400.0,1896-01-01,40.416670,-3.716670,"['40.416670', '-3.716670']",1896.0
Mafra,15383,Valid,L3-4,600.0,1941-01-01,-26.166670,-49.933330,"['-26.166670', '-49.933330']",1941.0
Magnesia,15386,Valid,"Iron, IAB-sHL",5000.0,1899-01-01,37.866670,27.516670,"['37.866670', '27.516670']",1899.0
Magombedze,15387,Valid,H3-5,,1990-01-01,-19.483330,31.650000,"['-19.483330', '31.650000']",1990.0
Mahadevpur,47361,Valid,H4/5,70500.0,2007-01-01,27.666670,95.783330,"['27.666670', '95.783330']",2007.0
Maigatari-Danduma,30751,Valid,H5/6,4629.0,2004-01-01,12.833330,9.383330,"['12.833330', '9.383330']",2004.0
Malaga,15393,Valid,OC,150.0,1933-01-01,32.216670,-104.000000,"['32.216670', '-104.000000']",1933.0
Malakal,15394,Valid,L5,2000.0,1970-01-01,9.500000,31.750000,"['9.500000', '31.750000']",1970.0
Malampaka,15395,Valid,H,470.0,1930-01-01,-3.133330,33.516670,"['-3.133330', '33.516670']",1930.0
Malotas,15397,Valid,H5,,1931-01-01,-28.933330,-63.233330,"['-28.933330', '-63.233330']",1931.0
Malvern,15400,Valid,Eucrite-pmict,807.0,1933-01-01,-29.450000,26.766670,"['-29.450000', '26.766670']",1933.0
Mamra Springs,15401,Valid,L6,1000.0,1927-01-01,45.216670,62.083330,"['45.216670', '62.083330']",1927.0
Manbhoom,15402,Valid,LL6,1700.0,1863-01-01,23.050000,86.700000,"['23.050000', '86.700000']",1863.0
Manegaon,15403,Valid,Diogenite,50.0,1843-01-01,20.966670,76.100000,"['20.966670', '76.100000']",1843.0
Mangwendi,15405,Valid,LL6,22300.0,1934-01-01,-17.650000,31.600000,"['-17.650000', '31.600000']",1934.0
Manych,15409,Valid,LL3.4,3555.0,1951-01-01,45.816670,44.633330,"['45.816670', '44.633330']",1951.0
Mardan,15414,Valid,H5,4500.0,1948-01-01,34.233330,72.083330,"['34.233330', '72.083330']",1948.0
Maria Linden,15418,Valid,L4,114.0,1925-01-01,,,"[None, None]",1925.0
Mariaville,15419,Valid,Iron,340.0,1898-01-01,42.716670,-99.383330,"['42.716670', '-99.383330']",1898.0
Maribo,48973,Valid,CM2,,2009-01-01,54.761830,11.467450,"['54.761830', '11.467450']",2009.0
Maridi,15421,Valid,H6,3200.0,1941-01-01,4.666670,29.250000,"['4.666670', '29.250000']",1941.0
Marilia,15422,Valid,H4,2500.0,1971-01-01,-22.250000,-49.933330,"['-22.250000', '-49.933330']",1971.0
Marion (Iowa),15424,Valid,L6,28400.0,1847-01-01,41.900000,-91.600000,"['41.900000', '-91.600000']",1847.0
Marjalahti,15426,Valid,"Pallasite, PMG",45000.0,1902-01-01,61.500000,30.500000,"['61.500000', '30.500000']",1902.0
Marmande,15429,Valid,L5,3000.0,1848-01-01,44.500000,0.150000,"['44.500000', '0.150000']",1848.0
Maromandia,15430,Valid,L6,6000.0,2002-01-01,-14.200000,48.100000,"['-14.200000', '48.100000']",2002.0
Maryville,15436,Valid,L6,1443.0,1983-01-01,35.800000,-84.100000,"['35.800000', '-84.100000']",1983.0
Mascombes,15438,Valid,L6,1000.0,1836-01-01,45.366670,1.866670,"['45.366670', '1.866670']",1836.0
Mason Gully,53653,Valid,H5,,2010-01-01,0.000000,0.000000,"['0.000000', '0.000000']",2010.0
Mässing,15443,Valid,Howardite,1600.0,1803-01-01,48.133330,12.616670,"['48.133330', '12.616670']",1803.0
Mauerkirchen,15446,Valid,L6,19000.0,1768-01-01,48.183330,13.133330,"['48.183330', '13.133330']",1768.0
Mauritius,15447,Valid,L6,220.0,1801-01-01,-20.000000,57.000000,"['-20.000000', '57.000000']",1801.0
Mayo Belwa,15451,Valid,Aubrite,4850.0,1974-01-01,8.966670,12.083330,"['8.966670', '12.083330']",1974.0
Mazapil,15453,Valid,"Iron, IAB-sLL",4000.0,1885-01-01,24.683330,-101.683330,"['24.683330', '-101.683330']",1885.0
Maziba,15454,Valid,L6,4975.0,1942-01-01,-1.216670,30.000000,"['-1.216670', '30.000000']",1942.0
Mbale,15455,Valid,L5/6,150000.0,1992-01-01,1.066670,34.166670,"['1.066670', '34.166670']",1992.0
Medanitos,15467,Valid,Eucrite-cm,31.0,1953-01-01,-27.250000,-67.500000,"['-27.250000', '-67.500000']",1953.0
Meerut,15469,Valid,H5,22.0,1861-01-01,29.016670,77.800000,"['29.016670', '77.800000']",1861.0
Meester-Cornelis,15470,Valid,H5,24750.0,1915-01-01,-6.233330,106.883330,"['-6.233330', '106.883330']",1915.0
Menow,15485,Valid,H4,10500.0,1862-01-01,53.183330,13.150000,"['53.183330', '13.150000']",1862.0
Menziswyl,15486,Valid,L5,,1903-01-01,46.818670,7.218170,"['46.818670', '7.218170']",1903.0
Mern,15489,Valid,L6,4000.0,1878-01-01,55.050000,12.066670,"['55.050000', '12.066670']",1878.0
Meru,15491,Valid,LL6,6000.0,1945-01-01,0.000000,37.666670,"['0.000000', '37.666670']",1945.0
Merua,15492,Valid,H5,71400.0,1920-01-01,25.483330,81.983330,"['25.483330', '81.983330']",1920.0
Messina,15495,Valid,L5,2405.0,1955-01-01,38.183330,15.566670,"['38.183330', '15.566670']",1955.0
Meuselbach,16626,Valid,L6,870.0,1897-01-01,50.583330,11.100000,"['50.583330', '11.100000']",1897.0
Mezel,16627,Valid,L6,1300.0,1949-01-01,45.766670,3.250000,"['45.766670', '3.250000']",1949.0
Mezö-Madaras,16628,Valid,L3.7,22700.0,1852-01-01,46.500000,25.733330,"['46.500000', '25.733330']",1852.0
Mhow,16629,Valid,L6,350.0,1827-01-01,25.900000,83.616670,"['25.900000', '83.616670']",1827.0
Mianchi,16631,Valid,H5,1100.0,1980-01-01,34.800000,111.700000,"['34.800000', '111.700000']",1980.0
Middlesbrough,16632,Valid,L6,1600.0,1881-01-01,54.566670,-1.166670,"['54.566670', '-1.166670']",1881.0
Mifflin,52090,Valid,L5,3584.0,2010-01-01,42.907500,-90.365560,"['42.907500', '-90.365560']",2010.0
Mighei,16634,Valid,CM2,8000.0,1889-01-01,48.066670,30.966670,"['48.066670', '30.966670']",1889.0
Mihonoseki,16635,Valid,L6,6380.0,1992-01-01,35.568330,133.220000,"['35.568330', '133.220000']",1992.0
Mike,16636,Valid,L6,,1944-01-01,46.233330,17.533330,"['46.233330', '17.533330']",1944.0
Milena,16640,Valid,L6,10000.0,1842-01-01,46.183330,16.100000,"['46.183330', '16.100000']",1842.0
Millbillillie,16643,Valid,Eucrite-mmict,330000.0,1960-01-01,-26.450000,120.366670,"['-26.450000', '120.366670']",1960.0
Miller (Arkansas),16645,Valid,H5,16700.0,1930-01-01,35.400000,-92.050000,"['35.400000', '-92.050000']",1930.0
Minamino,16692,Valid,L,1040.0,,35.078330,136.933330,"['35.078330', '136.933330']",
Mineo,16696,Valid,Pallasite,42.0,1826-01-01,37.283330,14.700000,"['37.283330', '14.700000']",1826.0
Min-Fan-Zhun,16697,Valid,LL6,5500.0,1952-01-01,32.333330,120.666670,"['32.333330', '120.666670']",1952.0
Minnichhof,16700,Valid,OC,550.0,1905-01-01,47.700000,16.600000,"['47.700000', '16.600000']",1905.0
Mirzapur,16701,Valid,L5,8510.0,1910-01-01,25.683330,83.250000,"['25.683330', '83.250000']",1910.0
Misshof,16703,Valid,H5,5800.0,1890-01-01,56.666670,23.000000,"['56.666670', '23.000000']",1890.0
Mjelleim,16707,Valid,H,,1898-01-01,61.733330,5.933330,"['61.733330', '5.933330']",1898.0
Mocs,16709,Valid,L5-6,300000.0,1882-01-01,46.800000,24.033330,"['46.800000', '24.033330']",1882.0
Modoc (1905),16711,Valid,L6,35000.0,1905-01-01,38.500000,-101.100000,"['38.500000', '-101.100000']",1905.0
Mokoia,16713,Valid,CV3,4500.0,1908-01-01,-39.633330,174.400000,"['-39.633330', '174.400000']",1908.0
Molina,16715,Valid,H5,144000.0,1858-01-01,38.116670,-1.166670,"['38.116670', '-1.166670']",1858.0
Molteno,16717,Valid,Howardite,150.0,1953-01-01,-31.250000,26.466670,"['-31.250000', '26.466670']",1953.0
Monahans (1998),16719,Valid,H5,2587.0,1998-01-01,31.608330,-102.858330,"['31.608330', '-102.858330']",1998.0
Monroe,16720,Valid,H4,8600.0,1849-01-01,35.250000,-80.500000,"['35.250000', '-80.500000']",1849.0
